16:10:48.513 -> off_100ms,on_200ms,on_150ms,on_100ms,on_50ms,on_20ms,on_10ms
16:28:20.541 -> 7,638,482,325,165,71,37
16:28:21.150 -> 6,637,482,324,166,69,38
16:28:21.794 -> 8,639,483,325,168,70,39
16:28:22.404 -> 10,638,482,325,168,71,38
16:28:23.047 -> 10,639,483,325,165,70,39
16:28:23.693 -> 10,638,482,325,167,69,37
16:28:24.324 -> 9,638,483,325,169,69,37
16:28:24.933 -> 10,637,482,325,167,69,39
16:28:25.577 -> 7,639,483,326,166,71,39
16:28:26.234 -> 6,638,481,325,167,69,39
16:28:26.843 -> 8,639,482,324,167,71,38
16:28:27.499 -> 10,638,482,326,167,72,39
16:28:28.108 -> 8,638,483,325,166,69,37
16:28:28.732 -> 10,638,482,325,167,69,39
16:28:29.388 -> 7,637,482,326,166,69,38
16:28:29.998 -> 7,637,483,326,167,71,39
16:28:30.607 -> 9,638,483,325,167,71,37
16:28:31.263 -> 7,636,483,326,165,69,39
16:28:31.872 -> 7,638,484,324,167,71,39
16:28:32.529 -> 7,638,482,325,166,70,37
16:28:33.138 -> 7,637,483,325,166,71,38
16:28:33.793 -> 8,639,482,325,166,70,38
16:28:34.402 -> 8,639,483,326,167,71,37
16:28:35.058 -> 9,639,483,325,167,71,39
16:28:35.660 -> 6,638,482,326,166,71,39
16:28:36.317 -> 9,637,482,326,167,71,39
16:28:36.926 -> 6,638,483,325,166,69,37
16:28:37.582 -> 10,638,483,326,165,71,38
16:28:38.191 -> 7,638,482,325,166,71,38
16:28:38.841 -> 9,638,485,326,165,70,38
16:28:39.497 -> 7,638,484,325,166,68,37
16:28:40.093 -> 7,639,483,325,167,71,39
16:28:40.750 -> 9,638,484,325,167,71,39
16:28:41.359 -> 9,638,483,326,167,69,40
16:28:42.006 -> 7,640,483,325,166,70,38
16:28:42.616 -> 10,640,484,325,167,69,39
16:28:43.272 -> 6,640,482,326,167,71,38
16:28:43.880 -> 7,638,483,325,166,70,38
16:28:44.538 -> 8,639,483,327,165,70,37
16:28:45.147 -> 8,638,483,326,167,70,39
16:28:45.803 -> 6,639,483,325,166,71,38
16:28:46.412 -> 9,638,482,326,167,69,39
16:28:47.069 -> 6,638,482,325,166,71,39
16:28:47.678 -> 8,639,483,326,167,69,37
16:28:48.334 -> 7,638,482,326,167,70,39
16:28:48.943 -> 8,639,485,325,167,70,39
16:28:49.591 -> 9,640,483,326,166,70,37
16:28:50.200 -> 8,638,482,326,167,70,39
16:28:50.858 -> 6,638,483,325,166,71,39
16:28:51.467 -> 10,637,483,325,167,71,39
16:28:52.123 -> 10,638,484,325,166,71,38
16:28:52.732 -> 9,638,483,325,167,70,39
16:28:53.356 -> 10,639,484,326,166,70,38
16:28:54.012 -> 9,638,483,325,165,69,35
16:28:54.621 -> 6,639,482,326,167,71,39
16:28:55.277 -> 10,639,484,325,167,70,38
16:28:55.887 -> 10,638,483,325,167,69,39
16:28:56.496 -> 6,638,482,325,167,70,36
16:28:57.152 -> 6,639,483,326,167,71,39
16:28:57.761 -> 6,638,484,325,167,71,39
16:28:58.417 -> 7,639,482,326,167,69,38
16:28:59.065 -> 10,640,483,326,167,70,40
16:28:59.674 -> 9,639,483,326,167,69,38
16:29:00.330 -> 10,640,484,326,167,70,39
16:29:00.934 -> 7,639,483,325,167,69,36
16:29:01.591 -> 6,640,483,326,166,71,39
16:29:02.201 -> 8,640,484,326,167,69,39
16:29:02.857 -> 10,640,484,325,167,70,38
16:29:03.466 -> 10,640,484,327,166,71,37
16:29:04.076 -> 6,640,483,327,166,71,38
16:29:04.732 -> 9,640,483,326,167,71,38
16:29:05.342 -> 7,640,483,327,167,72,37
16:29:05.998 -> 8,640,484,326,167,70,39
16:29:06.608 -> 6,640,483,326,166,71,38
16:29:07.264 -> 7,640,484,327,168,72,39
16:29:07.873 -> 6,638,484,325,166,71,38
16:29:08.529 -> 9,640,483,325,167,71,37
16:29:09.138 -> 7,640,483,326,166,71,39
16:29:09.794 -> 9,639,484,326,166,71,38
16:29:10.404 -> 10,640,483,326,166,71,39
16:29:11.060 -> 6,638,485,327,167,70,37
16:29:11.669 -> 6,639,483,326,167,69,39
16:29:12.325 -> 10,640,484,326,167,70,39
16:29:12.934 -> 7,639,483,325,166,70,38
16:29:13.590 -> 10,640,484,326,167,71,39
16:29:14.200 -> 10,640,484,326,167,69,39
16:29:14.809 -> 7,640,483,326,167,70,38
16:29:15.465 -> 10,640,484,326,165,72,39
16:29:16.075 -> 10,640,484,326,167,71,37
16:29:16.731 -> 10,640,483,325,167,71,38
16:29:17.340 -> 8,639,484,325,167,71,37
16:29:18.000 -> 10,640,484,326,167,69,39
16:29:18.611 -> 6,640,485,326,168,69,38
16:29:19.261 -> 10,640,484,327,169,69,38
16:29:19.870 -> 9,640,484,325,167,70,39
16:29:20.526 -> 9,640,484,326,167,69,37
16:29:21.135 -> 10,641,484,326,167,71,39
16:29:21.791 -> 6,640,483,326,167,70,39
16:29:22.401 -> 6,640,484,326,167,71,38
16:29:23.055 -> 10,640,485,326,167,70,40
16:29:23.694 -> 10,641,484,326,167,71,37
16:29:24.303 -> 10,640,484,326,169,71,37
16:29:24.947 -> 10,640,485,326,167,70,40
16:29:25.556 -> 7,640,483,326,167,70,36
16:29:26.201 -> 10,640,485,327,167,70,38
16:29:26.857 -> 7,640,484,326,167,70,39
16:29:27.466 -> 6,639,483,326,167,71,39
16:29:28.122 -> 6,640,484,327,167,70,38
16:29:28.731 -> 10,640,484,326,167,70,38
16:29:29.341 -> 7,640,484,326,167,71,37
16:29:29.996 -> 7,640,485,326,167,70,38
16:29:30.606 -> 9,640,484,326,168,71,37
16:29:31.262 -> 6,641,485,326,168,70,37
16:29:31.871 -> 7,640,484,326,167,71,38
16:29:32.527 -> 10,640,484,326,166,71,39
16:29:33.175 -> 10,641,483,326,167,70,39
16:29:33.784 -> 7,640,483,327,165,70,39
16:29:34.440 -> 6,640,485,327,167,71,40
16:29:35.049 -> 10,641,484,326,166,70,39
16:29:35.658 -> 7,640,483,327,166,71,37
16:29:36.315 -> 10,640,484,326,167,70,39
16:29:36.924 -> 8,641,483,327,167,71,38
16:29:37.580 -> 6,641,484,326,167,70,39
16:29:38.189 -> 7,640,485,325,167,70,37
16:29:38.845 -> 7,640,484,327,167,70,40
16:29:39.455 -> 10,640,485,327,167,70,39
16:29:40.111 -> 9,640,485,327,167,71,39
16:29:40.720 -> 8,640,485,327,167,71,37
16:29:41.376 -> 10,640,485,326,167,71,39
16:29:41.985 -> 7,640,484,326,168,71,38
16:29:42.642 -> 8,640,484,327,167,71,38
16:29:43.251 -> 7,640,485,327,167,71,38
16:29:43.860 -> 8,641,485,327,167,70,38
16:29:44.516 -> 8,640,484,327,167,70,39
16:29:45.125 -> 8,640,485,327,167,69,39
16:29:45.770 -> 7,640,484,327,166,70,38
16:29:46.426 -> 7,640,484,326,166,69,39
16:29:47.035 -> 6,640,484,326,167,69,38
16:29:47.669 -> 10,641,484,327,167,71,38
16:29:48.327 -> 8,640,485,327,167,70,37
16:29:48.937 -> 9,640,484,326,168,71,38
16:29:49.546 -> 10,640,484,325,167,69,39
16:29:50.203 -> 9,641,485,325,166,71,38
16:29:50.826 -> 10,640,484,325,166,69,39
16:29:51.483 -> 6,641,484,326,167,70,36
16:29:52.093 -> 7,641,485,326,167,72,38
16:29:52.702 -> 11,641,484,327,167,72,40
16:29:53.359 -> 7,641,484,327,167,70,37
16:29:53.967 -> 8,641,485,326,167,71,37
16:29:54.624 -> 9,641,484,326,168,72,38
16:29:55.269 -> 9,640,484,327,167,71,39
16:29:55.877 -> 7,641,485,327,166,70,39
16:29:56.519 -> 7,640,485,328,167,70,39
16:29:57.128 -> 8,641,484,325,166,71,40
